Country,Year,Region,Average_Monthly_Income,Cost_of_Living,Tax_Rate,Housing_Cost_Percentage,Savings_Percentage,Healthcare_Cost_Percentage,Education_Cost_Percentage,Transportation_Cost_Percentage,TakeHome,Housing_Share_TakeHome_Percent,Savings_Share_TakeHome_Percent,Net_Savings_Room_Percent,Other_Essentials_Percentage,Savings_to_Spending_Ratio,Savings_to_Spending_Ratio_Net
Japan,2002,Asia,1349.29,5777.85,17.08,22.95,21.55,11.96,2.69,16.75,1118.8312680000001,27.677279305354556,25.988904968644476,-1.6883743367100799,7.02,0.2746972594008923,0.3511487697572104
Mexico,2022,North America,7886.31,928.76,22.76,39.81,7.42,15.84,11.0,9.16,6091.385844,51.540652511652,9.606421543241844,-41.934230968410155,-5.990000000000009,0.08014689997839707,0.10627327413348613
South Africa,2010,Africa,6791.74,6305.79,35.6,42.93,19.22,14.85,7.95,19.11,4373.88056,66.6614906832298,29.844720496894407,-36.81677018633539,-39.66,0.23793018073780636,0.4254094732182381
Canada,2010,North America,1434.97,4014.11,22.27,27.95,20.0,15.63,4.94,6.87,1115.402181,35.957802650199405,25.730091341824263,-10.227711308375142,2.3400000000000007,0.25,0.34644032565390614
Russia,2017,Europe,7406.31,5794.17,29.58,20.63,4.88,5.13,9.98,18.13,5215.523502,29.295654643567165,6.929849474581085,-22.36580516898608,11.670000000000002,0.051303616484440706,0.07445834604821483
Japan,2014,Asia,7024.22,3385.3,39.75,22.47,16.95,8.27,5.29,19.56,4232.09255,37.294605809128626,28.13278008298755,-9.161825726141075,-12.289999999999996,0.2040939193257074,0.39145496535796764
United States,2011,North America,4391.29,4647.61,9.6,49.04,23.15,14.93,9.51,7.66,3969.72616,54.24778761061947,25.608407079646017,-28.63938053097345,-13.889999999999992,0.30123617436564737,0.3442379182156134
Japan,2008,Asia,4934.57,3874.26,14.62,28.86,14.97,12.26,6.67,15.83,4213.135866,33.80182712579058,17.53338018271258,-16.268446943078,6.789999999999997,0.17605550982006352,0.2126118449083937
Brazil,2009,South America,3492.52,5228.49,18.81,43.08,0.36,5.08,12.71,5.6,2835.5769880000003,53.06072176376401,0.44340436014287476,-52.61731740362113,14.360000000000001,0.0036130068245684463,0.0044537919089446985
Japan,2011,Asia,910.71,938.76,19.76,38.74,0.27,17.07,12.67,11.08,730.7537040000001,48.2801595214357,0.3364905284147558,-47.94366899302094,0.4099999999999895,0.0027073097362879774,0.003376266099787421
United States,2016,North America,3013.98,798.32,19.39,31.46,10.71,16.59,8.21,12.74,2429.569278,39.027415953355664,13.286192780052103,-25.74122317330356,0.8999999999999968,0.11994624258035616,0.15321888412017168
Brazil,2005,South America,6521.4,2030.88,36.77,26.17,27.79,13.23,6.56,13.71,4123.48122,41.38858136960304,43.95065633401866,2.562074964415622,-24.230000000000004,0.38484974380279735,0.7841422121896163
China,2006,Asia,534.74,1452.99,29.99,23.64,6.86,6.0,6.71,19.04,374.371474,33.76660477074703,9.798600199971434,-23.968004570775598,7.760000000000005,0.07365256602963281,0.1086302454473476
Australia,2013,Oceania,3001.24,6153.77,26.28,38.45,19.03,16.5,12.47,15.08,2212.514128,52.15680954964732,25.81389039609333,-26.34291915355399,-27.810000000000006,0.2350253180190194,0.3479612360577803
Australia,2012,Oceania,3486.27,1846.81,15.83,43.24,6.66,13.76,6.27,12.22,2934.393459,51.372222882262086,7.912557918498277,-43.45966496376381,2.019999999999998,0.0713520462824084,0.08592439685201908
Russia,2007,Europe,4530.47,6840.71,33.83,39.32,9.65,16.73,4.72,17.15,2997.811999,59.42269910835726,14.58364817893305,-44.839050929424204,-21.399999999999995,0.10680686220254566,0.17073602264685067
France,2009,Europe,7398.92,2623.51,38.43,35.91,25.44,16.28,3.1,19.26,4555.515044000001,58.32385902225109,41.3188241026474,-17.005034919603695,-38.42,0.34120171673819744,0.7041239966786605
China,2008,Asia,3097.59,1601.98,33.74,21.26,21.87,17.05,8.07,5.33,2052.463134,32.08572290974948,33.00633866586176,0.9206157561122836,-7.320000000000016,0.2799180852425445,0.49267853120072097
China,2017,Asia,3102.15,5612.01,5.05,49.05,2.86,12.77,8.27,19.74,2945.491425,51.65876777251185,3.0121116377040544,-48.6466561348078,2.2600000000000087,0.029442042413012147,0.03105657508958627
Mexico,2001,North America,6031.26,4747.47,27.27,43.96,12.86,7.1,12.93,6.29,4386.535398000001,60.44273339749759,17.68183693111508,-42.76089646638251,-10.409999999999997,0.14757860913472573,0.21479873058292964
Japan,2004,Asia,3891.63,3688.09,6.79,28.78,0.88,15.07,4.88,17.22,3627.388323,30.87651539534385,0.9441047097950863,-29.932410685548763,26.37999999999999,0.008878127522195318,0.009531030001083072
Australia,2004,Oceania,2184.54,4065.4,14.02,49.4,14.43,14.31,6.95,9.21,1878.267492,57.455222144684804,16.782972784368457,-40.67224936031634,-8.319999999999997,0.16863386700946595,0.20167714884696017
United States,2005,North America,3893.3,5146.73,7.08,38.06,19.87,16.13,12.51,6.98,3617.6543600000005,40.95996556177357,21.383986224709428,-19.575979337064144,-0.6300000000000043,0.24797204542618248,0.2720054757015743
India,2018,Asia,1556.43,1907.8,26.13,37.47,3.56,7.55,12.71,11.6,1149.7348410000002,50.72424529578989,4.8192771084337345,-45.90496818735616,0.9800000000000022,0.03691414350891746,0.05063291139240506
India,2007,Asia,1822.9,6975.8,29.03,42.44,8.67,7.92,7.0,14.66,1293.7121300000001,59.79991545723545,12.216429477243906,-47.58348597999154,-9.72,0.0949304719150334,0.13916532905296952
Brazil,2015,South America,4237.76,6833.63,9.01,44.35,11.94,18.36,7.97,10.71,3855.9378240000005,48.74161995823717,13.122321134190571,-35.6192988240466,-2.3400000000000034,0.13558937088348852,0.15104364326375713
Australia,2012,Oceania,3641.94,4692.15,18.43,39.69,27.59,16.25,5.94,5.82,2970.730458,48.65759470393527,33.8237096971926,-14.833885006742669,-13.720000000000006,0.3810247203424941,0.5111152278621712
Australia,2000,Oceania,7361.34,1716.98,20.97,23.84,29.8,18.62,14.12,13.99,5817.667002,30.165759838036188,37.707199797545236,7.541439959509049,-21.340000000000003,0.4245014245014245,0.6053219581555963
Russia,2021,Europe,3217.95,4889.51,17.92,30.15,1.35,16.38,3.54,18.54,2641.2933599999997,36.73245614035088,1.6447368421052635,-35.08771929824562,12.120000000000005,0.01368474404460213,0.016722408026755856
India,2019,Asia,4854.41,876.51,9.24,47.84,22.83,13.96,14.14,10.75,4405.862515999999,52.71044513001322,25.154252974878798,-27.556192155134422,-18.759999999999998,0.2958403524685758,0.33608126012071243
Australia,2016,Oceania,5241.98,602.31,19.66,26.74,11.15,14.81,10.89,8.24,4211.4067319999995,33.28354493403037,13.878516305700773,-19.405028628329596,8.510000000000007,0.12549240292628025,0.16115045526810234
Russia,2006,Europe,598.21,2100.71,31.29,31.17,11.77,18.34,8.91,11.64,411.030091,45.364575753165475,17.129966525978748,-28.234609227186727,-13.119999999999994,0.13340133741357812,0.20670881629785734
Japan,2012,Asia,5476.53,3453.31,7.49,32.96,22.63,13.68,2.42,5.73,5066.337903,35.62858069397903,24.46222030050805,-11.166360393470981,15.09,0.2924906294429365,0.323840870062965
Canada,2003,North America,1835.27,6130.6,7.81,33.18,27.55,14.49,8.18,17.31,1691.935413,35.99088838268793,29.883935350905737,-6.10695303178219,-8.52,0.3802622498274672,0.4262066831683169
Mexico,2003,North America,7708.03,5199.32,17.42,38.39,28.53,7.35,7.3,17.4,6365.291174,46.488253814482924,34.54831678372487,-11.939937030758053,-16.39,0.3991884706870016,0.5278445883441257
Germany,2005,Europe,1614.97,5301.86,37.96,48.29,17.31,12.11,4.1,13.82,1001.9273880000001,77.83687943262412,27.901353965183752,-49.935525467440364,-33.589999999999996,0.2093360744951022,0.38698859825620385
China,2018,Asia,3609.68,3208.26,28.4,27.22,10.71,15.75,10.53,10.3,2584.53088,38.01675977653631,14.95810055865922,-23.058659217877093,-2.9100000000000055,0.11994624258035616,0.1758909508950567
France,2011,Europe,1140.12,2683.17,28.75,23.65,23.63,9.06,14.62,17.0,812.3354999999999,33.19298245614035,33.164912280701756,-0.028070175438593026,-16.709999999999997,0.3094146916328401,0.4962200755984881
Brazil,2021,South America,7976.56,2848.86,17.67,25.92,7.53,8.03,9.31,13.32,6567.101847999999,31.483055994169806,9.146119276084052,-22.336936718085752,18.21999999999999,0.0814318157240186,0.10066844919786097
Canada,2006,North America,4266.46,6918.49,25.78,46.61,16.92,9.71,11.29,17.39,3166.566612,62.79978442468337,22.797089733225548,-40.00269469145782,-27.700000000000003,0.20365912373615794,0.29528795811518327
Mexico,2009,North America,4965.39,664.72,5.35,39.37,10.76,8.62,2.89,14.47,4699.741635,41.59535129424194,11.368198626518753,-30.227152667723182,18.540000000000013,0.12057373375168086,0.12826320181189652
Mexico,2018,North America,1003.07,6122.41,27.26,28.58,19.7,8.22,7.43,16.77,729.6331180000001,39.290624140775364,27.082760516909545,-12.20786362386582,-7.960000000000004,0.24533001245330013,0.3714177978883862
Mexico,2006,North America,6124.7,4219.26,36.97,44.48,7.21,11.37,3.51,13.98,3860.3984100000002,70.56957004600983,11.438997302871648,-59.13057274313818,-17.519999999999996,0.07770233861407479,0.12916517377284126
Mexico,2002,North America,2074.29,3294.86,26.44,45.84,5.75,18.62,9.97,11.21,1525.847724,62.31647634584013,7.816748232735183,-54.49972811310495,-17.830000000000005,0.0610079575596817,0.08479575283881434
India,2012,Asia,7235.41,5186.7,35.58,45.4,27.55,12.61,14.2,19.37,4661.051122,70.47500776156473,42.76622167028873,-27.708786091275996,-54.709999999999994,0.3802622498274672,0.7472199620287496
Russia,2012,Europe,2038.55,3612.02,30.34,47.57,3.05,7.82,10.6,13.12,1420.05393,68.28883146712604,4.378409417169108,-63.910422049956935,-12.500000000000004,0.031459515214027844,0.045788920582495125
China,2017,Asia,1930.16,6164.59,9.22,27.57,15.18,6.15,3.0,14.08,1752.199248,30.370125578321215,16.721744877726373,-13.648380700594842,24.800000000000004,0.17896722471115303,0.2007936507936508
Australia,2019,Oceania,774.12,6344.63,36.59,42.65,6.63,15.44,6.61,8.31,490.8694919999999,67.26068443463177,10.455764075067025,-56.80492035956475,-16.23,0.071007818357074,0.11676646706586828
Mexico,2007,North America,4040.5,3183.36,7.33,33.82,1.17,10.74,9.16,14.38,3744.33135,36.49509010467249,1.2625445127873096,-35.232545591885184,23.4,0.011838510573712435,0.012786885245901637
France,2008,Europe,4736.31,2227.06,23.69,45.26,1.08,17.33,7.24,13.57,3614.278161,59.31070632944567,1.4152797798453676,-57.8954265496003,-8.169999999999993,0.010917913465426608,0.014355975009969428
Australia,2006,Oceania,992.81,4309.51,9.97,41.85,5.26,14.89,12.84,7.77,893.8268429999999,46.48450516494502,5.842496945462623,-40.6420082194824,7.420000000000002,0.055520371543170785,0.06205025362746255
United States,2000,North America,6316.46,6421.6,5.41,43.29,26.0,16.94,12.59,5.89,5974.739514,45.76593720266413,27.487049370969448,-18.27888783169468,-10.119999999999997,0.35135135135135137,0.3790640034990523
United States,2002,North America,3899.67,1790.37,19.77,39.68,8.47,9.08,9.95,14.07,3128.705241,49.45780879970086,10.557148198928083,-38.900660600772774,-1.0199999999999925,0.09253796569430789,0.11803232998885174
France,2012,Europe,4432.93,4511.58,15.33,25.32,28.51,15.39,6.85,16.46,3753.361831,29.904334475020665,33.671902680996816,3.7675682059761506,-7.860000000000001,0.3987970345502868,0.5076566951566953
Russia,2016,Europe,3805.72,4568.3,22.01,36.35,17.45,8.96,5.32,12.85,2968.081028,46.608539556353385,22.374663418386973,-24.233876137966412,-2.9400000000000066,0.2113870381586917,0.28823918070697063
France,2023,Europe,3505.72,5238.55,25.2,49.54,13.1,19.09,3.38,8.4,2622.2785599999997,66.22994652406418,17.51336898395722,-48.716577540106954,-18.71,0.15074798619102414,0.2123176661264182
India,2000,Asia,4697.3,1268.35,6.53,48.12,17.4,14.55,6.61,15.0,4390.56631,51.48175885310795,18.615598587782177,-32.866160265325775,-8.209999999999997,0.2106537530266344,0.22873668989089
France,2005,Europe,1664.3,5124.44,9.31,21.3,15.5,9.87,7.37,6.2,1509.35367,23.486602712537216,17.091189767339287,-6.395412945197929,30.450000000000006,0.1834319526627219,0.2061444341002793
Japan,2020,Asia,1864.46,6399.61,24.55,24.94,22.76,9.04,10.79,11.63,1406.73507,33.055003313452616,30.165672630881378,-2.889330682571238,-3.7099999999999955,0.2946659761781461,0.4319605238185614
Australia,2005,Oceania,6963.39,1585.91,17.01,23.95,8.47,7.86,10.56,7.45,5778.917361,28.85889866248946,10.206048921556816,-18.652849740932645,24.699999999999992,0.09253796569430789,0.11366076221148685
Canada,2011,North America,7595.87,1967.79,30.52,41.78,10.59,15.42,2.91,7.77,5277.610476000001,60.13241220495106,15.241796200345423,-44.89061600460563,-8.989999999999997,0.11844312716698356,0.17982679572083546
South Africa,2012,Africa,3299.82,6811.21,27.83,44.53,26.82,8.28,7.14,8.03,2381.480094,61.70153803519468,37.162255784952194,-24.539282250242486,-22.629999999999995,0.3664935774801858,0.5914002205071663
Russia,2012,Europe,2530.59,1594.45,34.6,26.41,28.39,13.93,4.36,10.8,1655.00586,40.38226299694189,43.40978593272171,3.027522935779821,-18.48999999999999,0.3964530093562352,0.767089975682248
France,2014,Europe,5330.0,6038.94,29.24,35.18,26.78,8.97,4.04,5.77,3771.508,49.71735443753533,37.84624081401922,-11.87111362351611,-9.979999999999997,0.3657470636438132,0.608913142337426
Brazil,2020,South America,3565.51,3649.03,20.05,45.22,12.58,14.93,12.75,10.97,2850.625245,56.5603502188868,15.734834271419636,-40.82551594746717,-16.499999999999993,0.14390299702585221,0.1867299985156598
United States,2015,North America,690.4,2031.73,28.55,41.98,23.41,17.22,2.54,12.68,493.29079999999993,58.754373687893626,32.76417074877537,-25.990202939118255,-26.379999999999992,0.30565347956652306,0.48730224812656137
Japan,2021,Asia,1671.14,6146.95,14.64,36.27,14.29,16.67,7.45,12.25,1426.485104,42.49062792877226,16.740862230552953,-25.74976569821931,-1.5700000000000038,0.16672500291681247,0.20106936822850713
China,2020,Asia,5869.79,3339.01,15.72,37.71,14.93,16.41,4.19,10.74,4947.059012,44.7437114380636,17.714760322733746,-27.028951115329853,0.29999999999999893,0.17550252733043378,0.21528478731074263
Mexico,2010,North America,5441.93,3797.79,32.61,35.25,6.14,7.82,13.43,17.59,3667.3166269999997,52.30746401543256,9.11114408665974,-43.196319928772816,-12.84,0.06541657788195183,0.10024489795918366
South Africa,2004,Africa,703.22,2770.94,20.62,28.93,17.73,6.33,9.24,7.18,558.216036,36.44494834971025,22.33560090702948,-14.109347442680772,9.969999999999999,0.21550990640573722,0.2875912408759124
Russia,2003,Europe,2164.79,4313.48,32.94,36.95,5.58,15.48,5.01,12.59,1451.708174,55.09991052788548,8.320906650760513,-46.779003877124964,-8.549999999999999,0.05909764880321965,0.09076122316200388
Canada,2002,North America,2233.06,1479.26,33.78,40.67,9.95,10.53,8.53,5.93,1478.732332,61.416490486257935,15.025672002416188,-46.39081848384175,-9.39,0.110494169905608,0.17682601741602985
South Africa,2018,Africa,5539.2,2981.14,35.01,46.2,25.65,11.49,11.51,6.07,3599.92608,71.08785967071857,39.46761040160024,-31.620249269118332,-35.92999999999999,0.3449899125756557,0.6520081342145397
France,2019,Europe,647.83,6798.12,37.08,39.09,6.21,5.47,14.46,13.61,407.614636,62.126509853782586,9.869675778766688,-52.2568340750159,-15.920000000000002,0.06621174965348117,0.109504496561453
India,2017,Asia,1280.81,2103.68,20.08,42.83,2.13,8.89,4.87,13.49,1023.623352,53.591091091091094,2.665165165165165,-50.92592592592593,7.709999999999999,0.021763563911310922,0.027381411492479753
United States,2014,North America,6499.37,4734.46,16.16,24.8,2.07,5.51,13.52,18.17,5449.071808,29.580152671755727,2.4689885496183206,-27.111164122137406,19.77000000000001,0.021137547227611558,0.025314907667848847
United States,2008,North America,1839.08,2546.25,25.38,33.85,28.22,18.19,14.15,13.37,1372.3214959999998,45.3631734119539,37.81827928169391,-7.544894130259991,-33.16,0.39314572304263024,0.6081896551724136
China,2016,Asia,5395.6,5504.92,17.99,20.28,15.21,8.65,13.91,19.4,4424.931560000001,24.72869162297281,18.546518717229606,-6.182172905743204,4.560000000000006,0.17938436136336836,0.22769461077844314
India,2013,Asia,2286.37,1263.77,26.04,27.4,12.28,13.36,10.26,5.73,1690.999252,37.04705246078961,16.60356949702542,-20.44348296376419,4.930000000000009,0.1399908800729594,0.19909208819714655
Mexico,2014,North America,1245.81,6800.82,29.7,41.79,24.33,5.58,10.19,6.47,875.80443,59.445234708392604,34.60881934566145,-24.836415362731152,-18.06,0.3215276860050218,0.5292582118773113
Australia,2000,Oceania,2323.79,3395.01,29.09,49.75,25.07,15.0,7.24,5.66,1647.7994890000002,70.1593569313214,35.354674940064875,-34.80468199125652,-31.810000000000006,0.33457894034432134,0.5469022687609076
Germany,2020,Europe,5917.0,1957.93,18.11,22.98,9.97,9.85,11.78,7.78,4845.4313,28.062034436439127,12.174868726340213,-15.887165710098914,19.529999999999994,0.11074086415639232,0.13862625139043383
Japan,2021,Asia,6917.72,885.08,10.84,32.04,20.81,18.47,8.91,13.12,6167.839152,35.93539703903096,23.340062808434276,-12.595334230596684,-4.189999999999996,0.2627857052658164,0.30446232626188735
United States,2021,North America,6726.65,1520.4,20.07,44.0,23.13,18.32,10.81,14.68,5376.611344999999,55.04816714625297,28.937820593018888,-26.110346553234084,-31.00999999999999,0.30089761935735654,0.4072183098591548
Brazil,2002,South America,3478.88,3830.51,9.99,26.12,19.64,9.88,7.57,5.68,3131.339888,29.018997889123433,21.819797800244416,-7.199200088879017,21.119999999999997,0.24440019910403188,0.279096205769504
United States,2015,North America,5510.64,2624.22,36.15,36.65,4.55,18.51,11.51,19.19,3518.543640000001,57.400156617071254,7.126076742364917,-50.27407987470634,-26.560000000000002,0.047668936616029334,0.07672849915682968
South Africa,2022,Africa,2037.38,5870.63,17.11,41.99,26.28,19.94,12.72,17.63,1688.784282,50.65749788876824,31.70466883821933,-18.95282905054891,-35.67,0.3564839934888768,0.4642289348171702
United States,2010,North America,2698.61,3243.86,10.41,38.48,16.17,17.38,3.9,9.45,2417.6846990000004,42.95122223462439,18.048889384976004,-24.902332849648385,4.210000000000006,0.1928903733746869,0.22023971669844736
Russia,2011,Europe,7222.52,2041.51,5.89,25.64,8.47,17.67,12.83,6.16,6797.113572000001,27.24471363298268,9.000106258633515,-18.244607374349165,23.34,0.09253796569430789,0.09890238206445587
United States,2009,North America,597.51,4473.16,27.6,30.66,12.76,8.74,9.02,7.55,432.59724,42.34806629834254,17.624309392265193,-24.723756906077345,3.6700000000000097,0.1462631820265933,0.2139503688799463
Germany,2015,Europe,1141.31,5064.73,27.29,43.51,1.13,13.65,12.98,6.9,829.8465010000001,59.84046210975106,1.5541191032870303,-58.28634300646403,-5.45999999999999,0.011429149388085364,0.015786532550991893
Germany,2007,Europe,2059.15,1502.48,16.92,36.63,3.84,6.01,7.61,6.85,1710.74182,44.090033702455464,4.622051035146846,-39.46798266730862,22.14,0.03993344425956739,0.04846037354871277
Mexico,2005,North America,698.99,1506.29,7.51,20.16,22.97,6.42,6.93,12.78,646.495851,21.79695102173208,24.835117309979456,3.038166288247375,23.229999999999997,0.29819550824354146,0.3304085155350978
Canada,2011,North America,1860.77,642.03,19.34,42.83,0.0,19.98,13.9,8.69,1500.897082,53.09942970493429,0.0,-53.09942970493429,-4.740000000000002,0.0,0.0
Australia,2023,Oceania,4872.81,5260.25,15.89,21.06,12.5,9.9,5.27,10.37,4098.520491,25.03863987635239,14.861490904767566,-10.177148971584826,25.009999999999998,0.14285714285714285,0.17455662616952938
Brazil,2020,South America,3660.68,4781.11,28.7,42.37,15.68,16.22,12.97,19.84,2610.06484,59.42496493688639,21.991584852734924,-37.433380084151466,-35.78,0.18595825426944973,0.2819129809421072
United States,2007,North America,7195.04,3532.56,26.2,26.07,1.64,17.1,8.29,15.26,5309.93952,35.32520325203252,2.2222222222222223,-33.1029810298103,5.439999999999996,0.01667344448962993,0.022727272727272728
United States,2003,North America,6630.83,5971.52,17.76,48.74,29.19,17.87,8.68,19.23,5453.194592,59.265564202334645,35.49367704280156,-23.771887159533087,-41.47000000000001,0.4122299110295156,0.5502356267672007
Japan,2007,Asia,3063.63,5717.42,12.63,31.04,6.78,19.96,6.01,7.14,2676.6935310000003,35.52706878791347,7.760100721071305,-27.766968066842168,16.440000000000005,0.07273117356790389,0.08412954460851223
Germany,2017,Europe,2445.68,4263.34,39.58,29.81,9.13,8.62,9.45,10.73,1477.679856,49.337967560410455,15.11089043363125,-34.22707712677921,-7.319999999999995,0.10047320347749533,0.17800740885162802
Brazil,2004,South America,3347.69,6130.59,20.89,24.47,9.12,5.61,6.23,13.32,2648.357559,30.931614208064715,11.528251801289343,-19.403362406775372,20.360000000000007,0.10035211267605633,0.13030432918988427
Mexico,2008,North America,4927.21,1758.55,29.09,29.17,6.91,11.17,2.51,6.15,3493.8846110000004,41.136652094203924,9.744746862219717,-31.391905231984207,14.999999999999998,0.07422924051992695,0.10796875000000002
China,2003,Asia,2510.48,1138.67,9.92,46.3,0.04,6.95,5.54,5.06,2261.440384,51.398756660746,0.04440497335701599,-51.354351687388984,26.19,0.00040016006402561027,0.00044424700133274104
Canada,2021,North America,5181.12,2180.35,22.0,49.89,21.88,5.34,2.08,15.06,4041.2736,63.96153846153846,28.05128205128205,-35.91025641025641,-16.25,0.2800819252432155,0.3898788310762651
Australia,2016,Oceania,3570.59,776.77,5.96,31.05,29.01,10.41,14.72,14.63,3357.7828360000003,33.01786473840919,30.848575074436408,-2.16928966397278,-5.779999999999998,0.4086491055078181,0.446101799169614
India,2008,Asia,4640.35,3905.72,22.69,33.46,6.73,16.76,14.55,11.16,3587.4545850000004,43.28030009054456,8.70521277971802,-34.57508731082654,-5.349999999999998,0.07215610592902327,0.09535279115896855
Australia,2000,Oceania,3770.95,6581.6,38.74,41.66,19.89,13.49,7.14,12.34,2310.08397,68.00522363695723,32.46816846229187,-35.537055174665355,-33.26,0.24828361003620023,0.4807831762146483
Russia,2020,Europe,2708.49,659.67,18.45,46.59,22.26,9.69,11.47,11.23,2208.7735949999997,57.13059472716125,27.296137339055797,-29.834457388105456,-19.69000000000001,0.28633907898121946,0.3754427390791028
South Africa,2019,Africa,7613.4,1205.93,6.36,37.79,25.45,14.82,6.5,5.36,7129.18776,40.35668517727467,27.178556172575824,-13.178129004698846,3.7200000000000015,0.3413816230717639,0.3732218800410618
Russia,2012,Europe,6227.04,3384.51,6.08,31.75,12.68,8.48,10.72,10.03,5848.435968,33.80536626916525,13.500851788756387,-20.304514480408862,20.260000000000005,0.14521300961978928,0.15608074839980304
United States,2015,North America,1550.85,6563.58,18.58,32.38,9.09,5.22,12.47,7.66,1262.70207,39.76909850159666,11.164333087693441,-28.604765413903216,14.600000000000005,0.09998900010999891,0.1256739941932808
Canada,2012,North America,7013.51,2486.63,10.6,40.87,9.76,16.47,14.31,6.48,6270.07794,45.71588366890379,10.917225950782997,-34.79865771812079,1.5100000000000104,0.10815602836879433,0.12255148166750376
South Africa,2013,Africa,4155.73,3747.75,5.82,20.1,21.38,14.36,7.2,19.35,3913.8665139999994,21.342110851560843,22.701210448078147,1.3590995965173036,11.790000000000017,0.271940981938438,0.29368131868131864
Brazil,2002,South America,7209.14,674.38,31.47,38.59,24.5,16.43,12.18,13.99,4940.423642000001,56.31110462571137,35.75076608784474,-20.560338537866635,-37.160000000000004,0.32450331125827814,0.5564387917329093
India,2005,Asia,6498.91,1379.07,21.05,30.66,5.45,5.58,5.46,15.93,5130.889445,38.83470550981634,6.903103229892336,-31.931602279924,15.870000000000005,0.05764145954521418,0.07414965986394557
Germany,2017,Europe,3689.1,6911.76,15.12,43.83,11.13,17.56,14.87,9.73,3131.30808,51.637606032045234,13.11262959472196,-38.524976437323275,-12.240000000000004,0.12523911331157872,0.15091525423728813
Canada,2018,North America,668.52,6769.78,36.5,22.79,27.06,14.29,2.34,10.9,424.5102,35.889763779527556,42.61417322834645,6.724409448818896,-13.879999999999997,0.3709898546750754,0.7425905598243687
Canada,2004,North America,2515.08,432.6,9.06,37.65,24.2,13.45,9.85,8.55,2287.213752,41.40092368594678,26.610952276226087,-14.789971409720692,-2.76,0.31926121372031663,0.3626011387473779
Russia,2014,Europe,4562.26,6681.96,38.46,34.43,29.55,14.37,10.57,6.45,2807.614804,55.947351316217095,48.01754956126097,-7.929801754956124,-33.830000000000005,0.41944641589779985,0.9237261644263832
United States,2001,North America,5251.09,4618.19,15.99,39.27,22.63,17.97,10.94,7.69,4411.4407089999995,46.74443518628735,26.937269372693724,-19.807165813593624,-14.489999999999995,0.2924906294429365,0.36868686868686856
France,2009,Europe,2434.16,6128.26,36.09,21.95,11.8,13.8,3.57,16.96,1555.671656,34.34517289938977,18.46346424659678,-15.881708652792994,-4.170000000000009,0.13378684807256236,0.22644406064095185
Mexico,2023,North America,1545.17,3401.28,26.1,37.4,17.72,13.71,14.2,15.16,1141.88063,50.608930987821374,23.978349120433016,-26.630581867388358,-24.289999999999992,0.21536217792902282,0.3154147383410466
Russia,2017,Europe,6761.98,3802.93,33.93,36.84,19.83,19.86,4.36,13.2,4467.6401860000005,55.75904343877707,30.013621916149543,-25.745421522627527,-28.020000000000007,0.2473493825620556,0.42884948096885817
Canada,2012,North America,7883.02,3626.39,39.44,36.82,2.35,16.35,10.1,12.13,4773.956912000001,60.79920739762219,3.8804491413474236,-56.918758256274764,-17.19,0.024065540194572452,0.04037107026284143
Japan,2004,Asia,4442.68,4801.3,15.09,38.1,16.33,11.63,4.89,18.84,3772.279588,44.871039924626075,19.232128135673065,-25.63891178895301,-4.880000000000006,0.19517150711127043,0.23811606882473024
India,2022,Asia,1787.59,1321.7,38.64,40.29,21.28,15.61,5.99,6.09,1096.865224,65.66166883963494,34.680573663624514,-30.981095176010427,-27.900000000000002,0.2703252032520325,0.530938123752495
Mexico,2023,North America,2542.3,597.83,18.63,44.15,5.02,10.84,9.1,9.21,2068.66951,54.25832616443406,6.169349883249354,-48.088976281184706,3.0500000000000025,0.05285323225942303,0.06574983628028813
Russia,2000,Europe,637.93,2432.34,18.49,28.09,23.42,8.43,7.42,10.25,519.9767429999999,34.4620291988713,28.732670837933995,-5.729358360937304,3.9000000000000004,0.3058239749281797,0.40316749870889995
India,2021,Asia,7357.24,5050.89,16.91,44.75,17.51,13.95,4.08,16.74,6113.130716,53.857263208569016,21.07353472138645,-32.783728487182564,-13.939999999999996,0.21226815371560193,0.26700213479719437
Japan,2000,Asia,1383.13,1732.23,23.95,34.95,28.57,18.92,4.22,19.89,1051.870365,45.95660749506904,37.567389875082185,-8.389217619986859,-30.500000000000007,0.39997200055998877,0.6017270429654593
China,2017,Asia,4823.87,4844.65,10.4,22.31,1.27,18.94,7.44,8.61,4322.18752,24.89955357142857,1.4174107142857144,-23.482142857142854,31.03,0.01286336473209764,0.014377901052869922
Japan,2014,Asia,2555.41,6801.42,24.38,21.76,7.96,10.13,11.84,18.11,1932.4010419999997,28.775456228510976,10.526315789473683,-18.24914043903729,5.819999999999997,0.08648413733159495,0.11764705882352941
Japan,2016,Asia,4656.34,1019.74,23.96,30.03,18.05,12.92,13.67,17.46,3540.6809359999997,39.492372435560235,23.737506575486588,-15.754865860073647,-16.09000000000001,0.2202562538133008,0.3112605621658907
India,2010,Asia,5385.65,4839.17,31.67,43.55,8.9,8.17,3.09,8.37,3680.0146449999997,63.73481633250402,13.025025611005416,-50.7097907214986,-3.7499999999999982,0.09769484083424809,0.14975601548039713
Australia,2020,Oceania,6723.06,3328.75,34.18,41.23,21.43,19.93,7.11,10.99,4425.118092000001,62.64053479185658,32.55849285931328,-30.082041932543298,-34.870000000000005,0.27275041364388447,0.4827663888263123
